Codigo;Producto;Cantidad; UnitPrice; Neto; Iva; Total;Despacho;Referencia;;
ZJA00125;KNIFE; 2.400 ; 144,57 ; 346.961,92   ; 72.862,00   ; 419.823,93   ;242618R;DIMP333;;
CHT263;PADLOCK; 1.200 ; 289,13 ; 346.961,92   ; 72.862,00   ; 419.823,93   ;242618R;DIMP333;;
ZJA00155;AIR BED; 15 ; 23.082,61 ; 346.239,09   ; 72.710,21   ; 418.949,29   ;242618R;DIMP333;;
SWQ-612;PLASTIC TOY; 1.300 ; 265,04 ; 344.552,47   ; 72.356,02   ; 416.908,48   ;242618R;DIMP333;;
LXCP60;PADLOCK; 360 ; 939,69 ; 338.287,88   ; 71.040,45   ; 409.328,33   ;242618R;DIMP333;;
ZJA00132;KNIFE; 1.200 ; 265,04 ; 318.048,43   ; 66.790,17   ; 384.838,60   ;242618R;DIMP333;;
ZJA00096;KITCHEN TOOL; 1.000 ; 313,23 ; 313.229,51   ; 65.778,20   ; 379.007,71   ;242618R;DIMP333;;
ZJA00097;KITCHEN TOOL; 1.000 ; 313,23 ; 313.229,51   ; 65.778,20   ; 379.007,71   ;242618R;DIMP333;;
ZJA00103;KITCHEN TOOL; 1.000 ; 313,23 ; 313.229,51   ; 65.778,20   ; 379.007,71   ;242618R;DIMP333;;
ZJA00140;CERAMIC ORNAMENT; 240 ; 1.277,01 ; 306.483,03   ; 64.361,44   ; 370.844,47   ;242618R;DIMP333;;
ZJA00023;METAL TOWEL HOLDER; 500 ; 602,36 ; 301.182,23   ; 63.248,27   ; 364.430,49   ;242618R;DIMP333;;
ZJA00138;CERAMIC ORNAMENT; 180 ; 1.638,43 ; 294.917,64   ; 61.932,70   ; 356.850,34   ;242618R;DIMP333;;
ZJA00105;KITCHEN TOOL; 1.000 ; 289,13 ; 289.134,94   ; 60.718,34   ; 349.853,27   ;242618R;DIMP333;;
ZJA00130;KITCHEN TOOL; 1.000 ; 289,13 ; 289.134,94   ; 60.718,34   ; 349.853,27   ;242618R;DIMP333;;
010#;SOCKS; 4.000 ; 72,28 ; 289.134,94   ; 60.718,34   ; 349.853,27   ;242618R;DIMP333;;
011#;SOCKS; 4.000 ; 72,28 ; 289.134,94   ; 60.718,34   ; 349.853,27   ;242618R;DIMP333;;
AAR261;PADLOCK; 3.000 ; 96,38 ; 289.134,94   ; 60.718,34   ; 349.853,27   ;242618R;DIMP333;;
ZJA00016;METAL STATUETTE; 360 ; 795,12 ; 286.243,59   ; 60.111,15   ; 346.354,74   ;242618R;DIMP333;;
ZJA00143;CERAMIC ORNAMENT; 180 ; 1.590,24 ; 286.243,59   ; 60.111,15   ; 346.354,74   ;242618R;DIMP333;;
ZJA00142;CERAMIC ORNAMENT; 180 ; 1.566,15 ; 281.906,56   ; 59.200,38   ; 341.106,94   ;242618R;DIMP333;;
ZJA00177;LED PANEL; 100 ; 2.794,97 ; 279.497,11   ; 58.694,39   ; 338.191,50   ;242618R;DIMP333;;
ZJA00022;METAL TOWEL HOLDER; 500 ; 554,18 ; 277.087,65   ; 58.188,41   ; 335.276,05   ;242618R;DIMP333;;
ZJA00100;KITCHEN TOOL; 1.000 ; 265,04 ; 265.040,36   ; 55.658,48   ; 320.698,83   ;242618R;DIMP333;;
ZJA00102;KITCHEN TOOL; 1.000 ; 265,04 ; 265.040,36   ; 55.658,48   ; 320.698,83   ;242618R;DIMP333;;
ZJA00113;KITCHEN TOOL; 1.000 ; 265,04 ; 265.040,36   ; 55.658,48   ; 320.698,83   ;242618R;DIMP333;;
SWQ-306;PLASTIC TOY; 1.000 ; 265,04 ; 265.040,36   ; 55.658,48   ; 320.698,83   ;242618R;DIMP333;;
CRE-5022;PLASTIC TOY; 438 ; 602,36 ; 263.835,63   ; 55.405,48   ; 319.241,11   ;242618R;DIMP333;;
ZJA00136;CERAMIC ORNAMENT; 180 ; 1.445,67 ; 260.221,44   ; 54.646,50   ; 314.867,95   ;242618R;DIMP333;;
ZJA00131;KNIFE; 1.200 ; 216,85 ; 260.221,44   ; 54.646,50   ; 314.867,95   ;242618R;DIMP333;;
ZJA00021;METAL TOWEL HOLDER; 500 ; 481,89 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA00107;KITCHEN TOOL; 2.500 ; 96,38 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA00108;KITCHEN TOOL; 2.500 ; 96,38 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA00112;KITCHEN TOOL; 1.000 ; 240,95 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA00117;KITCHEN TOOL; 500 ; 481,89 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA0084;LED STRIP; 5.000 ; 48,19 ; 240.945,78   ; 50.598,61   ; 291.544,39   ;242618R;DIMP333;;
ZJA00017;METAL STATUETTE; 360 ; 650,55 ; 234.199,30   ; 49.181,85   ; 283.381,15   ;242618R;DIMP333;;
ZJA00171;PLASTIC KITCHEN ITEM; 1.800 ; 120,47 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00172;PLASTIC KITCHEN ITEM; 1.800 ; 120,47 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA0082;LED STRIP; 3.000 ; 72,28 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00098;KITCHEN TOOL; 1.000 ; 216,85 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00110;KITCHEN TOOL; 1.500 ; 144,57 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00116;KITCHEN TOOL; 500 ; 433,70 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00185;PLASTIC CAP; 1.500 ; 144,57 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
ZJA00186;PLASTIC CAP; 1.500 ; 144,57 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
LXCP40;PADLOCK; 600 ; 361,42 ; 216.851,20   ; 45.538,75   ; 262.389,96   ;242618R;DIMP333;;
CHT267;PADLOCK; 720 ; 289,13 ; 208.177,15   ; 43.717,20   ; 251.894,36   ;242618R;DIMP333;;
ZJA00157;AIR BED; 15 ; 13.517,06 ; 202.755,87   ; 42.578,73   ; 245.334,61   ;242618R;DIMP333;;
ZJA00104;KITCHEN TOOL; 1.000 ; 192,76 ; 192.756,62   ; 40.478,89   ; 233.235,52   ;242618R;DIMP333;;
ZJA00111;KITCHEN TOOL; 1.000 ; 192,76 ; 192.756,62   ; 40.478,89   ; 233.235,52   ;242618R;DIMP333;;
ZJA00115;KITCHEN TOOL; 500 ; 385,51 ; 192.756,62   ; 40.478,89   ; 233.235,52   ;242618R;DIMP333;;
ZJA00015;METAL STATUETTE; 360 ; 505,99 ; 182.155,01   ; 38.252,55   ; 220.407,56   ;242618R;DIMP333;;
ZJA00106;KITCHEN TOOL; 2.500 ; 72,28 ; 180.709,34   ; 37.948,96   ; 218.658,30   ;242618R;DIMP333;;
ZJA00109;KITCHEN TOOL; 1.500 ; 120,47 ; 180.709,34   ; 37.948,96   ; 218.658,30   ;242618R;DIMP333;;
ZJA00187;PLASTIC CAP; 1.500 ; 120,47 ; 180.709,34   ; 37.948,96   ; 218.658,30   ;242618R;DIMP333;;
ZJA00228;STEEL HOLDER; 2.500 ; 72,28 ; 180.709,34   ; 37.948,96   ; 218.658,30   ;242618R;DIMP333;;
ZJA00137;CERAMIC ORNAMENT; 120 ; 1.469,77 ; 176.372,31   ; 37.038,19   ; 213.410,50   ;242618R;DIMP333;;
ZJA00190;CARRIER SHOP SPARE PARTS; 600 ; 289,13 ; 173.480,96   ; 36.431,00   ; 209.911,96   ;242618R;DIMP333;;
ZJA00163;LED PANEL; 200 ; 867,40 ; 173.480,96   ; 36.431,00   ; 209.911,96   ;242618R;DIMP333;;
ZJA00014;METAL STATUETTE; 540 ; 313,23 ; 169.143,94   ; 35.520,23   ; 204.664,16   ;242618R;DIMP333;;
ZJA00099;KITCHEN TOOL; 1.000 ; 168,66 ; 168.662,05   ; 35.419,03   ; 204.081,08   ;242618R;DIMP333;;
ZJA00101;KITCHEN TOOL; 1.000 ; 168,66 ; 168.662,05   ; 35.419,03   ; 204.081,08   ;242618R;DIMP333;;
ZJA00114;KITCHEN TOOL; 500 ; 313,23 ; 156.614,76   ; 32.889,10   ; 189.503,86   ;242618R;DIMP333;;
ZJA00156;AIR BED; 15 ; 10.143,82 ; 152.157,26   ; 31.953,02   ; 184.110,29   ;242618R;DIMP333;;
ZJA00011;PLASTIC PILOT; 500 ; 289,13 ; 144.567,47   ; 30.359,17   ; 174.926,64   ;242618R;DIMP333;;
ZJA00162;LED PANEL; 200 ; 722,84 ; 144.567,47   ; 30.359,17   ; 174.926,64   ;242618R;DIMP333;;
CRE-6355;PLASTIC TOY; 240 ; 602,36 ; 144.567,47   ; 30.359,17   ; 174.926,64   ;242618R;DIMP333;;
SWQ-338;PLASTIC TOY; 500 ; 265,04 ; 132.520,18   ; 27.829,24   ; 160.349,42   ;242618R;DIMP333;;
SWQ-365;PLASTIC TOY; 500 ; 265,04 ; 132.520,18   ; 27.829,24   ; 160.349,42   ;242618R;DIMP333;;
ZJA00008;METAL STATUETTE; 144 ; 891,50 ; 128.375,91   ; 26.958,94   ; 155.334,85   ;242618R;DIMP333;;
ZJA00009;METAL STATUETTE; 144 ; 891,50 ; 128.375,91   ; 26.958,94   ; 155.334,85   ;242618R;DIMP333;;
ZJA00160;LED PANEL; 200 ; 530,08 ; 106.016,14   ; 22.263,39   ; 128.279,53   ;242618R;DIMP333;;
004#;SOCKS; 1.000 ; 96,38 ; 96.378,31   ; 20.239,45   ; 116.617,76   ;242618R;DIMP333;;
ZJA00003;HAIR ACCESORY; 1.332 ; 72,28 ; 96.281,93   ; 20.219,21   ; 116.501,14   ;242618R;DIMP333;;
ZJA00007;HAIR ACCESORY; 1.332 ; 72,28 ; 96.281,93   ; 20.219,21   ; 116.501,14   ;242618R;DIMP333;;
ZJA00004;HAIR ACCESORY; 1.272 ; 72,28 ; 91.944,91   ; 19.308,43   ; 111.253,34   ;242618R;DIMP333;;
ZJA00070;HAIR ACCESORY; 1.272 ; 72,28 ; 91.944,91   ; 19.308,43   ; 111.253,34   ;242618R;DIMP333;;
ZJA00006;HAIR ACCESORY; 1.260 ; 72,28 ; 91.077,51   ; 19.126,28   ; 110.203,78   ;242618R;DIMP333;;
ZJA00001;HAIR ACCESORY; 1.224 ; 72,28 ; 88.475,29   ; 18.579,81   ; 107.055,10   ;242618R;DIMP333;;
ZJA00002;HAIR ACCESORY; 1.224 ; 72,28 ; 88.475,29   ; 18.579,81   ; 107.055,10   ;242618R;DIMP333;;
ZJA00065;HAIR ACCESORY; 1.224 ; 72,28 ; 88.475,29   ; 18.579,81   ; 107.055,10   ;242618R;DIMP333;;
ZJA00005;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00062;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00063;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00064;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00066;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00067;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00068;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00069;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00078;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00080;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00043;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00044;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00045;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00046;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00047;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00048;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00049;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00050;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00051;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00052;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00053;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00054;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00055;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00056;HAIR ACCESORY; 1.200 ; 72,28 ; 86.740,48   ; 18.215,50   ; 104.955,98   ;242618R;DIMP333;;
ZJA00079;HAIR ACCESORY; 1.188 ; 72,28 ; 85.873,08   ; 18.033,35   ; 103.906,42   ;242618R;DIMP333;;
ZJA00081;HAIR ACCESORY; 1.176 ; 72,28 ; 85.005,67   ; 17.851,19   ; 102.856,86   ;242618R;DIMP333;;
ZJA00166;LED PANEL; 200 ; 409,61 ; 81.921,57   ; 17.203,53   ; 99.125,09   ;242618R;DIMP333;;
ZJA00161;LED PANEL; 120 ; 674,65 ; 80.957,78   ; 17.001,13   ; 97.958,92   ;242618R;DIMP333;;
SWQ-255;PLASTIC TOY; 300 ; 265,04 ; 79.512,11   ; 16.697,54   ; 96.209,65   ;242618R;DIMP333;;
SWQ-297;PLASTIC TOY; 300 ; 265,04 ; 79.512,11   ; 16.697,54   ; 96.209,65   ;242618R;DIMP333;;
ZJA00167;LED PANEL; 120 ; 626,46 ; 75.175,08   ; 15.786,77   ; 90.961,85   ;242618R;DIMP333;;
ZJA00159;LED PANEL; 200 ; 361,42 ; 72.283,73   ; 15.179,58   ; 87.463,32   ;242618R;DIMP333;;
CRE-5102;PLASTIC TOY; 120 ; 602,36 ; 72.283,73   ; 15.179,58   ; 87.463,32   ;242618R;DIMP333;;
CRE-6820;PLASTIC TOY; 120 ; 602,36 ; 72.283,73   ; 15.179,58   ; 87.463,32   ;242618R;DIMP333;;
CRE-6851;PLASTIC TOY; 120 ; 602,36 ; 72.283,73   ; 15.179,58   ; 87.463,32   ;242618R;DIMP333;;
CRE-6920;PLASTIC TOY; 120 ; 602,36 ; 72.283,73   ; 15.179,58   ; 87.463,32   ;242618R;DIMP333;;
SWQ-218;PLASTIC TOY; 250 ; 265,04 ; 66.260,09   ; 13.914,62   ; 80.174,71   ;242618R;DIMP333;;
ZJA00165;LED PANEL; 200 ; 289,13 ; 57.826,99   ; 12.143,67   ; 69.970,65   ;242618R;DIMP333;;
ZJA00164;LED PANEL; 200 ; 216,85 ; 43.370,24   ; 9.107,75   ; 52.477,99   ;242618R;DIMP333;;
ZJA00168;LED SPOT; 100 ; 289,13 ; 28.913,49   ; 6.071,83   ; 34.985,33   ;242618R;DIMP333;;
ZJA00154;LED SPOT; 100 ; 144,57 ; 14.456,75   ; 3.035,92   ; 17.492,66   ;242618R;DIMP333;;
C-257;CAPS; 72.000 ; 423,65   ; 30.502.603,95   ; 6.405.546,83   ; 36.908.150,77   ;249097C;DIMP332;;
C-259;CAPS; 7.200 ; 564,86   ; 4.067.013,86   ; 854.072,91   ; 4.921.086,77   ;249097C;DIMP332;;
C-262;CAPS; 3.600 ; 734,32   ; 2.643.559,01   ; 555.147,39   ; 3.198.706,40   ;249097C;DIMP332;;
C-265;CAPS; 3.600 ; 706,08   ; 2.541.883,66   ; 533.795,57   ; 3.075.679,23   ;249097C;DIMP332;;
C-266;CAPS; 3.600 ; 706,08   ; 2.541.883,66   ; 533.795,57   ; 3.075.679,23   ;249097C;DIMP332;;
C-267;CAPS; 3.600 ; 677,84   ; 2.440.208,32   ; 512.443,75   ; 2.952.652,06   ;249097C;DIMP332;;
C-273;CAPS; 3.600 ; 677,84   ; 2.440.208,32   ; 512.443,75   ; 2.952.652,06   ;249097C;DIMP332;;
C-261;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-269;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-270;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-271;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-274;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-275;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-277;CAPS; 3.600 ; 649,59   ; 2.338.532,97   ; 491.091,92   ; 2.829.624,89   ;249097C;DIMP332;;
C-260;CAPS; 3.600 ; 621,35   ; 2.236.857,62   ; 469.740,10   ; 2.706.597,72   ;249097C;DIMP332;;
C-272;CAPS; 3.600 ; 621,35   ; 2.236.857,62   ; 469.740,10   ; 2.706.597,72   ;249097C;DIMP332;;
C-276;CAPS; 3.600 ; 621,35   ; 2.236.857,62   ; 469.740,10   ; 2.706.597,72   ;249097C;DIMP332;;
C-263;CAPS; 3.600 ; 593,11   ; 2.135.182,28   ; 448.388,28   ; 2.583.570,55   ;249097C;DIMP332;;
C-264;CAPS; 3.600 ; 593,11   ; 2.135.182,28   ; 448.388,28   ; 2.583.570,55   ;249097C;DIMP332;;
C-268;CAPS; 2.160 ; 706,08   ; 1.525.130,20   ; 320.277,34   ; 1.845.407,54   ;249097C;DIMP332;;
C-082406;TV BOX; 6.800 ; 1.390,92 ; 9.458.255,24   ; 1.986.233,60   ; 11.444.488,83   ;257034P;DIMP331;;
C-08301;AXE; 3.000 ; 1.970,47 ; 5.911.409,52   ; 1.241.396,00   ; 7.152.805,52   ;257034P;DIMP331;;
C-YS25-396;PLASTIC DRESSING; 12.000 ; 405,68 ; 4.868.219,61   ; 1.022.326,12   ; 5.890.545,72   ;257034P;DIMP331;;
CRE-7699;PLASTIC TOYS; 3.600 ; 1.332,96 ; 4.798.673,61   ; 1.007.721,46   ; 5.806.395,07   ;257034P;DIMP331;;
C-081002;BRASS KNUCKLES; 2.000 ; 695,46 ; 1.390.919,89   ; 292.093,18   ; 1.683.013,06   ;257034P;DIMP331;;
C-082402;ELECTRIC JACK; 30 ; 44.393,53 ; 1.331.805,79   ; 279.679,22   ; 1.611.485,01   ;257034P;DIMP331;;
C-ZW02;TUBE TOOL SET; 720 ; 1.275,01 ; 918.007,13   ; 192.781,50   ; 1.110.788,62   ;257034P;DIMP331;;
C-08304;HUNTING KNIFE; 1.200 ; 695,46 ; 834.551,93   ; 175.255,91   ; 1.009.807,84   ;257034P;DIMP331;;
C-08302;HUNTING KNIFE; 600 ; 1.361,94 ; 817.165,43   ; 171.604,74   ; 988.770,18   ;257034P;DIMP331;;
C-08303;HUNTING KNIFE; 600 ; 1.361,94 ; 817.165,43   ; 171.604,74   ; 988.770,18   ;257034P;DIMP331;;
C-081003;BRASS KNUCKLES; 2.000 ; 405,68 ; 811.369,93   ; 170.387,69   ; 981.757,62   ;257034P;DIMP331;;
C-08305;HUNTING KNIFE; 1.200 ; 579,55 ; 695.459,94   ; 146.046,59   ; 841.506,53   ;257034P;DIMP331;;
C-64301;OXIMETER; 4.500 ; 144,89 ; 651.993,70   ; 136.918,68   ; 788.912,37   ;257034P;DIMP331;;
C-ZW05;SCREWDRIVERS SHANKS; 2.000 ; 318,75 ; 637.504,95   ; 133.876,04   ; 771.380,99   ;257034P;DIMP331;;
C-081005;BRASS KNUCKLES; 1.000 ; 637,50 ; 637.504,95   ; 133.876,04   ; 771.380,99   ;257034P;DIMP331;;
C-08306;HUNTING KNIFE; 1.200 ; 521,59 ; 625.913,95   ; 131.441,93   ; 757.355,88   ;257034P;DIMP331;;
C-08308;HUNTING KNIFE; 1.800 ; 347,73 ; 625.913,95   ; 131.441,93   ; 757.355,88   ;257034P;DIMP331;;
C-081001;BRASS KNUCKLES; 3.000 ; 202,84 ; 608.527,45   ; 127.790,76   ; 736.318,22   ;257034P;DIMP331;;
C-ZW03;SCREWDRIVERS SHANKS; 2.500 ; 231,82 ; 579.549,95   ; 121.705,49   ; 701.255,44   ;257034P;DIMP331;;
C-081012;BRASS KNUCKLES; 1.500 ; 376,71 ; 565.061,20   ; 118.662,85   ; 683.724,06   ;257034P;DIMP331;;
C-081008;HUNTING KNIFE; 1.200 ; 463,64 ; 556.367,96   ; 116.837,27   ; 673.205,23   ;257034P;DIMP331;;
C-081004;BRASS KNUCKLES; 1.000 ; 521,59 ; 521.594,96   ; 109.534,94   ; 631.129,90   ;257034P;DIMP331;;
C-08307;HUNTING KNIFE; 1.800 ; 289,77 ; 521.594,96   ; 109.534,94   ; 631.129,90   ;257034P;DIMP331;;
C-M25-02;ANTI-SNORING PATCH; 2.275 ; 202,84 ; 461.466,65   ; 96.908,00   ; 558.374,65   ;257034P;DIMP331;;
C-081011;BRASS KNUCKLES; 1.000 ; 318,75 ; 318.752,47   ; 66.938,02   ; 385.690,49   ;257034P;DIMP331;;
C-082401;ELECTRIC JACK; 5 ; 34.483,22 ; 172.416,11   ; 36.207,38   ; 208.623,49   ;257034P;DIMP331;;
C-JW2574;GLASS ORNAMENT; 8.892 ; 3.109,59 ; 27.650.502,31   ; 5.806.605,49   ; 33.457.107,80   ;237287A;DIMP329;;
C-JW2573;GLASS ORNAMENT; 12.000 ; 1.502,09 ; 18.025.099,29   ; 3.785.270,85   ; 21.810.370,14   ;237287A;DIMP329;;
C-JW2572;GLASS ORNAMENT; 12.000 ; 895,98 ; 10.751.813,61   ; 2.257.880,86   ; 13.009.694,47   ;237287A;DIMP329;;
C-JW2571;GLASS ORNAMENT; 10.500 ; 606,11 ; 6.364.124,97   ; 1.336.466,24   ; 7.700.591,21   ;237287A;DIMP329;;
C-YS25-315;PLASTIC DOMESTIC ITEM; 1.972 ; 395,29 ; 779.506,49   ; 163.696,36   ; 943.202,85   ;237287A;DIMP329;;
C-YS25-240;DILDO; 1.000 ; 737,87 ; 737.869,56   ; 154.952,61   ; 892.822,17   ;237287A;DIMP329;;
C-YS25-243;ELECTRIC EYELASH CURLER; 750 ; 368,93 ; 276.701,09   ; 58.107,23   ; 334.808,31   ;237287A;DIMP329;;
C-YS25-241;LASER APPLIANCE; 750 ; 289,88 ; 217.408,00   ; 45.655,68   ; 263.063,67   ;237287A;DIMP329;;
2441--6;PLASTIC MAT; 240 ; 606,11 ; 145.465,71   ; 30.547,80   ; 176.013,51   ;237287A;DIMP329;;
C-M9028;LED STRIP KIT; 15.000 ; 1.209,68 ; 18.145.202,61   ; 3.810.492,55   ; 21.955.695,16   ;243655T;DIMP326;;
C-M9011;LED STRIP; 4.900 ; 1.551,55 ; 7.602.576,92   ; 1.596.541,15   ; 9.199.118,07   ;243655T;DIMP326;;
C-M9001;LED STRIP; 5.000 ; 1.246,10 ; 6.230.510,33   ; 1.308.407,17   ; 7.538.917,50   ;243655T;DIMP326;;
C-M9022;LED STRIP; 4.000 ; 1.552,83 ; 6.211.339,53   ; 1.304.381,30   ; 7.515.720,83   ;243655T;DIMP326;;
C-M9010;LED STRIP; 5.000 ; 1.104,49 ; 5.522.452,97   ; 1.159.715,12   ; 6.682.168,09   ;243655T;DIMP326;;
C-M9030;LED STRIP KIT; 5.000 ; 1.051,90 ; 5.259.479,02   ; 1.104.490,59   ; 6.363.969,61   ;243655T;DIMP326;;
C-M9021;LED STRIP; 5.000 ; 841,52 ; 4.207.583,21   ; 883.592,48   ; 5.091.175,69   ;243655T;DIMP326;;
C-M9027;LED STRIP KIT; 5.000 ; 788,92 ; 3.944.609,26   ; 828.367,95   ; 4.772.977,21   ;243655T;DIMP326;;
C-M9029;LED STRIP; 4.600 ; 841,52 ; 3.870.976,56   ; 812.905,08   ; 4.683.881,63   ;243655T;DIMP326;;
C-M9012;LED STRIP; 1.200 ; 3.155,69 ; 3.786.824,89   ; 795.233,23   ; 4.582.058,12   ;243655T;DIMP326;;
FA524;UMBRELLA; 1.500 ; 3.321,18 ; 4.981.774,44   ; 1.046.172,63   ; 6.027.947,07   ;248924A;DIMP325;;
C-80502;HAND TOOL; 5.400 ; 674,23 ; 3.640.815,61   ; 764.571,28   ; 4.405.386,88   ;248924A;DIMP325;;
C-80501;HAND TOOL; 7.200 ; 499,43 ; 3.595.867,26   ; 755.132,13   ; 4.350.999,39   ;248924A;DIMP325;;
C-80504;HAND TOOL; 2.000 ; 1.473,31 ; 2.946.613,45   ; 618.788,83   ; 3.565.402,28   ;248924A;DIMP325;;
C-88401;MOUSE; 3.000 ; 973,88 ; 2.921.642,15   ; 613.544,85   ; 3.535.187,00   ;248924A;DIMP325;;
C-80506;HAND TOOL; 4.800 ; 524,40 ; 2.517.107,09   ; 528.592,49   ; 3.045.699,57   ;248924A;DIMP325;;
C-80508;HAND TOOL; 1.920 ; 1.248,57 ; 2.397.244,84   ; 503.421,42   ; 2.900.666,26   ;248924A;DIMP325;;
C-80510;HAND TOOL; 2.520 ; 898,97 ; 2.265.396,38   ; 475.733,24   ; 2.741.129,62   ;248924A;DIMP325;;
BJR-0122;BALL; 6.010 ; 324,63 ; 1.951.007,70   ; 409.711,62   ; 2.360.719,32   ;248924A;DIMP325;;
C-80503;HAND TOOL; 1.600 ; 1.198,62 ; 1.917.795,87   ; 402.737,13   ; 2.320.533,01   ;248924A;DIMP325;;
C-80507;HAND TOOL; 1.920 ; 998,85 ; 1.917.795,87   ; 402.737,13   ; 2.320.533,01   ;248924A;DIMP325;;
C-D1002;KNIFE; 720 ; 898,97 ; 647.256,11   ; 135.923,78   ; 783.179,89   ;248924A;DIMP325;;
C-D1001;KNIFE; 720 ; 898,97 ; 647.256,11   ; 135.923,78   ; 783.179,89   ;248924A;DIMP325;;
FA670;SOCCER NET; 24 ; 25.221,01 ; 605.304,32   ; 127.113,91   ; 732.418,23   ;248924A;DIMP325;;
